epoch,step,train_loss_epoch,train_loss_step,val_acc,val_loss
0,9,,3.0023348331451416,,
0,19,,2.594275951385498,,
0,29,,2.3864681720733643,,
0,39,,2.329176902770996,,
0,49,,2.4059836864471436,,
0,59,,1.9501972198486328,,
0,69,,2.052212715148926,,
0,79,,1.395203709602356,,
0,89,,1.7869774103164673,,
0,99,,1.7391104698181152,,
0,109,,1.5361791849136353,,
0,119,,2.1113154888153076,,
0,129,,1.2693722248077393,,
0,139,,1.5252747535705566,,
0,149,,1.287189245223999,,
0,159,,1.210491418838501,,
0,169,,1.1894887685775757,,
0,179,,1.2140456438064575,,
0,189,,1.4086401462554932,,
0,199,,1.2553861141204834,,
0,209,,0.9678051471710205,,
0,219,,1.0543042421340942,,
0,229,,1.3728336095809937,,
0,239,,0.9515020251274109,,
0,249,,1.297012209892273,,
0,259,,1.4087308645248413,,
0,269,,0.7014904022216797,,
0,279,,1.0123257637023926,,
0,289,,1.7236576080322266,,
0,299,,1.1082894802093506,,
0,309,,0.6770271062850952,,
0,319,,1.0912374258041382,,
0,329,,0.7289195656776428,,
0,339,,0.9128847718238831,,
0,349,,0.6814526319503784,,
0,359,,0.8193387389183044,,
0,369,,1.3225046396255493,,
0,379,,0.8330526351928711,,
0,389,,0.6605260372161865,,
0,399,,0.7643545269966125,,
0,409,,1.1956347227096558,,
0,419,,0.7801345586776733,,
0,429,,0.4634321630001068,,
0,439,,0.34725114703178406,,
0,449,,1.3709235191345215,,
0,459,,0.5965172648429871,,
0,469,,0.7573804259300232,,
0,479,,0.7054954767227173,,
0,489,,0.6386505365371704,,
0,499,,0.6746955513954163,,
0,509,,0.8506212830543518,,
0,519,,0.9597079753875732,,
0,529,,0.48812076449394226,,
0,539,,0.5173913836479187,,
0,549,,0.5875245332717896,,
0,559,,0.7725816965103149,,
0,569,,0.9051091074943542,,
0,579,,0.6563808917999268,,
0,589,,0.5323846936225891,,
0,599,,0.75242680311203,,
0,609,,0.9189907312393188,,
0,619,,0.5740402936935425,,
0,629,,1.1792925596237183,,
0,639,,0.3418273329734802,,
0,649,,0.7960590124130249,,
0,659,,0.3953384459018707,,
0,669,,0.6977264285087585,,
0,679,,0.8530461192131042,,
0,689,,0.403837651014328,,
0,699,,0.4214340150356293,,
0,709,,0.3282720744609833,,
0,719,,0.20728999376296997,,
0,729,,0.7669383883476257,,
0,739,,0.6754264235496521,,
0,744,,,0.8520833253860474,0.4984769821166992
0,744,1.0711534023284912,,,
1,749,,0.5081706047058105,,
1,759,,0.49010032415390015,,
1,769,,0.44107168912887573,,
1,779,,0.3663082420825958,,
1,789,,0.849320113658905,,
1,799,,0.47353029251098633,,
1,809,,0.4645440876483917,,
1,819,,0.7845014929771423,,
1,829,,0.6119301915168762,,
1,839,,0.377493292093277,,
1,849,,0.7480112910270691,,
1,859,,0.3250994086265564,,
1,869,,0.3159651756286621,,
1,879,,0.6498215198516846,,
1,889,,0.6000823974609375,,
1,899,,0.4001862108707428,,
1,909,,0.14181052148342133,,
1,919,,0.5488354563713074,,
1,929,,0.17651484906673431,,
1,939,,0.43096449971199036,,
1,949,,0.43226534128189087,,
1,959,,0.4567309319972992,,
1,969,,0.301502525806427,,
1,979,,0.5202215909957886,,
1,989,,0.39490705728530884,,
1,999,,0.5309670567512512,,
1,1009,,0.4983498752117157,,
1,1019,,0.4979020655155182,,
1,1029,,0.6737738847732544,,
1,1039,,0.439291775226593,,
1,1049,,0.7766085863113403,,
1,1059,,0.45312750339508057,,
1,1069,,0.6141449809074402,,
1,1079,,0.47370922565460205,,
1,1089,,0.27847516536712646,,
1,1099,,0.24861860275268555,,
1,1109,,0.7320127487182617,,
1,1119,,0.1658751517534256,,
1,1129,,0.2046527862548828,,
1,1139,,0.45344579219818115,,
1,1149,,0.5153425335884094,,
1,1159,,0.26692119240760803,,
1,1169,,0.41833773255348206,,
1,1179,,0.3616507947444916,,
1,1189,,0.4417364299297333,,
1,1199,,0.44780999422073364,,
1,1209,,0.3168429434299469,,
1,1219,,1.4398528337478638,,
1,1229,,0.3818296790122986,,
1,1239,,0.2000867873430252,,
1,1249,,0.5421778559684753,,
1,1259,,0.19881166517734528,,
1,1269,,0.27933597564697266,,
1,1279,,1.1314176321029663,,
1,1289,,0.32105427980422974,,
1,1299,,0.38256385922431946,,
1,1309,,0.34891459345817566,,
1,1319,,0.46923625469207764,,
1,1329,,0.43369361758232117,,
1,1339,,0.4377414286136627,,
1,1349,,0.336042582988739,,
1,1359,,0.2282753437757492,,
1,1369,,0.7192404270172119,,
1,1379,,0.24754595756530762,,
1,1389,,0.2029532641172409,,
1,1399,,0.14388416707515717,,
1,1409,,0.43039780855178833,,
1,1419,,0.44025084376335144,,
1,1429,,0.2298719435930252,,
1,1439,,0.3460770547389984,,
1,1449,,0.3459126055240631,,
1,1459,,0.21882493793964386,,
1,1469,,0.3771209418773651,,
1,1479,,0.2790459096431732,,
1,1489,,0.3402270972728729,,
1,1489,,,0.8999999761581421,0.365726500749588
1,1489,0.4299964904785156,,,
2,1499,,0.41177427768707275,,
2,1509,,0.4204554557800293,,
2,1519,,0.5081579089164734,,
2,1529,,0.619461178779602,,
2,1539,,0.4344119131565094,,
2,1549,,0.1495843529701233,,
2,1559,,0.14786498248577118,,
2,1569,,0.29251009225845337,,
2,1579,,0.32449331879615784,,
2,1589,,0.19624321162700653,,
2,1599,,0.13031819462776184,,
2,1609,,0.03159476816654205,,
2,1619,,0.16785594820976257,,
2,1629,,0.26978176832199097,,
2,1639,,0.4566418528556824,,
2,1649,,0.19648057222366333,,
2,1659,,0.23363661766052246,,
2,1669,,0.16235746443271637,,
2,1679,,0.8021342158317566,,
2,1689,,0.5969265103340149,,
2,1699,,0.3143402934074402,,
2,1709,,0.41796672344207764,,
2,1719,,0.30066749453544617,,
2,1729,,0.09815304726362228,,
2,1739,,0.24376027286052704,,
2,1749,,0.48903271555900574,,
2,1759,,0.3261302411556244,,
2,1769,,0.1801573634147644,,
2,1779,,0.1973520964384079,,
2,1789,,0.25164029002189636,,
2,1799,,0.11907120794057846,,
2,1809,,0.29781070351600647,,
2,1819,,0.2601398825645447,,
2,1829,,0.3056615889072418,,
2,1839,,0.7988390326499939,,
2,1849,,0.2882177233695984,,
2,1859,,0.6755133271217346,,
2,1869,,0.2622668743133545,,
2,1879,,0.47076156735420227,,
2,1889,,0.279728502035141,,
2,1899,,0.08457852900028229,,
2,1909,,0.34450671076774597,,
2,1919,,0.27096813917160034,,
2,1929,,0.5756068825721741,,
2,1939,,0.24600161612033844,,
2,1949,,0.059230342507362366,,
2,1959,,0.25397953391075134,,
2,1969,,0.5649904608726501,,
2,1979,,0.47723203897476196,,
2,1989,,0.23904165625572205,,
2,1999,,0.4494358003139496,,
2,2009,,0.301420658826828,,
2,2019,,0.06820285320281982,,
2,2029,,0.3510333299636841,,
2,2039,,0.38939589262008667,,
2,2049,,0.2685079276561737,,
2,2059,,0.29455214738845825,,
2,2069,,0.19665664434432983,,
2,2079,,0.24573983252048492,,
2,2089,,0.7047739624977112,,
2,2099,,0.5538550019264221,,
2,2109,,0.5023760199546814,,
2,2119,,0.46901169419288635,,
2,2129,,0.07780779153108597,,
2,2139,,0.10899224132299423,,
2,2149,,0.10761011391878128,,
2,2159,,0.16029319167137146,,
2,2169,,0.14310263097286224,,
2,2179,,0.09010223299264908,,
2,2189,,0.41848960518836975,,
2,2199,,0.28485241532325745,,
2,2209,,0.3360859155654907,,
2,2219,,0.21990637481212616,,
2,2229,,0.1830938160419464,,
2,2234,,,0.9068750143051147,0.3117353022098541
2,2234,0.3017767369747162,,,
3,2239,,0.22675055265426636,,
3,2249,,0.2163987159729004,,
3,2259,,0.17685411870479584,,
3,2269,,0.07667765021324158,,
3,2279,,0.2129785269498825,,
3,2289,,0.34764158725738525,,
3,2299,,0.12354756891727448,,
3,2309,,0.23075827956199646,,
3,2319,,0.47180747985839844,,
3,2329,,0.17965063452720642,,
3,2339,,0.25527888536453247,,
3,2349,,0.1927925944328308,,
3,2359,,0.200308695435524,,
3,2369,,0.48328277468681335,,
3,2379,,0.19768647849559784,,
3,2389,,0.2882001996040344,,
3,2399,,0.22822092473506927,,
3,2409,,0.05624856799840927,,
