epoch,step,train_loss_epoch,train_loss_step,val_acc,val_loss
0,9,,3.082385301589966,,
0,19,,2.849806308746338,,
0,29,,2.699587345123291,,
0,39,,2.3097729682922363,,
0,49,,2.571359872817993,,
0,59,,2.4493067264556885,,
0,69,,2.1289451122283936,,
0,79,,1.4681260585784912,,
0,89,,1.7939051389694214,,
0,99,,1.3656338453292847,,
0,109,,1.4593868255615234,,
0,119,,1.3156054019927979,,
0,129,,1.7240246534347534,,
0,139,,1.4468470811843872,,
0,149,,1.5497392416000366,,
0,159,,1.3899095058441162,,
0,169,,1.9107625484466553,,
0,179,,1.0880939960479736,,
0,189,,0.96529620885849,,
0,199,,1.375700831413269,,
0,209,,1.662405252456665,,
0,219,,1.2360057830810547,,
0,229,,1.1270678043365479,,
0,239,,1.1681840419769287,,
0,249,,1.2011080980300903,,
0,259,,1.2915152311325073,,
0,269,,0.5605272650718689,,
0,279,,1.1800214052200317,,
0,289,,1.0411193370819092,,
0,299,,0.9180072546005249,,
0,309,,0.856205403804779,,
0,319,,0.7972727417945862,,
0,329,,1.0848606824874878,,
0,339,,0.7765246629714966,,
0,349,,1.0074241161346436,,
0,359,,0.8785302042961121,,
0,369,,0.8415417075157166,,
0,379,,0.6518408060073853,,
0,389,,0.6294100880622864,,
0,399,,0.9975651502609253,,
0,409,,0.7655171155929565,,
0,419,,0.7697868943214417,,
0,429,,0.656806230545044,,
0,439,,0.5386849045753479,,
0,449,,0.9536605477333069,,
0,459,,0.76896071434021,,
0,469,,1.064673662185669,,
0,479,,0.6486012935638428,,
0,489,,0.6917456984519958,,
0,499,,1.2226642370224,,
0,509,,0.6975442171096802,,
0,519,,0.8363993167877197,,
0,529,,0.7877480387687683,,
0,539,,0.6369909048080444,,
0,549,,0.5337450504302979,,
0,559,,0.5801160335540771,,
0,569,,0.5655848383903503,,
0,579,,0.4136105477809906,,
0,589,,0.5118740200996399,,
0,599,,0.6654877066612244,,
0,609,,0.5026669502258301,,
0,619,,0.9786432385444641,,
0,629,,0.3091014325618744,,
0,639,,0.7073041796684265,,
0,649,,1.1531847715377808,,
0,659,,0.46637865900993347,,
0,669,,0.5988481640815735,,
0,679,,0.4196278154850006,,
0,689,,0.5786646008491516,,
0,699,,0.48569992184638977,,
0,709,,0.43201813101768494,,
0,719,,0.5114291906356812,,
0,729,,0.6669227480888367,,
0,739,,0.21224594116210938,,
0,744,,,0.8600000143051147,0.47280532121658325
0,744,1.109023094177246,,,
1,749,,0.5804458260536194,,
1,759,,0.44187819957733154,,
1,769,,0.2524973750114441,,
1,779,,0.22530707716941833,,
1,789,,0.9212068915367126,,
1,799,,0.41702860593795776,,
1,809,,0.5043283104896545,,
1,819,,0.389102965593338,,
1,829,,0.346950888633728,,
1,839,,0.7168460488319397,,
1,849,,0.6134375333786011,,
1,859,,0.5932769179344177,,
1,869,,0.6806464791297913,,
1,879,,0.5903028845787048,,
1,889,,0.33878546953201294,,
1,899,,0.46963852643966675,,
1,909,,0.285566508769989,,
1,919,,0.36778852343559265,,
1,929,,0.6482649445533752,,
1,939,,0.3959883451461792,,
1,949,,0.7443563938140869,,
1,959,,0.36342892050743103,,
1,969,,0.4742923080921173,,
1,979,,0.8615096807479858,,
1,989,,0.343103289604187,,
1,999,,0.406371533870697,,
1,1009,,0.34870216250419617,,
1,1019,,0.5038861036300659,,
1,1029,,0.3989391326904297,,
1,1039,,0.31977733969688416,,
1,1049,,0.24100808799266815,,
1,1059,,0.3141762912273407,,
1,1069,,0.19351007044315338,,
1,1079,,0.8046225905418396,,
1,1089,,0.4909757673740387,,
1,1099,,0.7056704163551331,,
1,1109,,0.15971344709396362,,
1,1119,,1.3326839208602905,,
1,1129,,0.21540051698684692,,
1,1139,,0.35449305176734924,,
1,1149,,0.46801435947418213,,
1,1159,,0.6865535378456116,,
1,1169,,0.44266948103904724,,
1,1179,,0.8847559690475464,,
1,1189,,0.605315089225769,,
1,1199,,0.43722423911094666,,
1,1209,,0.5677011609077454,,
1,1219,,0.3595812916755676,,
1,1229,,0.29978951811790466,,
1,1239,,0.30766457319259644,,
1,1249,,0.15934987366199493,,
1,1259,,0.6997635960578918,,
1,1269,,0.33650341629981995,,
1,1279,,0.24352526664733887,,
1,1289,,0.17039935290813446,,
1,1299,,0.7049349546432495,,
1,1309,,0.5071556568145752,,
1,1319,,0.23241975903511047,,
1,1329,,0.32188624143600464,,
1,1339,,0.5159688591957092,,
1,1349,,0.45847031474113464,,
1,1359,,0.5848825573921204,,
1,1369,,0.42074280977249146,,
1,1379,,0.257250040769577,,
1,1389,,0.5621680021286011,,
1,1399,,0.7067947387695312,,
1,1409,,0.1397995501756668,,
1,1419,,0.13373765349388123,,
1,1429,,0.16144545376300812,,
1,1439,,0.34426337480545044,,
1,1449,,0.07039274275302887,,
1,1459,,0.16791889071464539,,
1,1469,,0.5104513764381409,,
1,1479,,0.396402508020401,,
1,1489,,0.4559597969055176,,
1,1489,,,0.8902083039283752,0.35186684131622314
1,1489,0.4332239031791687,,,
2,1499,,0.30829960107803345,,
2,1509,,0.46103304624557495,,
2,1519,,0.22588396072387695,,
2,1529,,0.1970260888338089,,
2,1539,,0.08054064214229584,,
2,1549,,0.16002464294433594,,
2,1559,,0.34516218304634094,,
2,1569,,0.5479770302772522,,
2,1579,,0.200849711894989,,
